species,common_name,trial_number,larval_stage,days_post_hatch,degree_days_age,acclimation_temp_C,larval_id,warming_rate_C,body_length_mm,CTmax_C
Clupea harengus,Herring,7,Feeding larva,34,387,13,CT224,Control,21.09761831,NA
Clupea harengus,Herring,7,Feeding larva,34,387,13,CT225,Control,19.81623649,NA
Clupea harengus,Herring,7,Feeding larva,34,387,13,CT226,Control,21.17467407,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT237,1,21.632,19.9
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT239,1,20.90433333,21
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT240,1,21.51866667,23
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT241,1,19.36966667,23.4
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT242,1,20.72966667,25
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT244,1,21.16366667,25.4
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT245,1,20.113,25.5
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT246,1,20.877,26
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT227,1,NA,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT230,2,21.95933333,23.9
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT231,2,21.89166667,23.9
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT232,2,20.47533333,24.1
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT233,2,21.991,24.6
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT234,2,21.82566667,24.8
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT235,2,21.89633333,24.9
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT236,2,20.48066667,25.9
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT238,2,18.95666667,26.8
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT229,2,NA,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT228,Control,21.0702888,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT243,Control,21.52166667,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT247,Control,20.87133333,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT248,Control,20.791,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT249,Control,19.55366667,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT250,Control,20.479,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT251,Control,21.79933333,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT252,Control,19.73566667,NA
Clupea harengus,Herring,8,Feeding larva,43,499,13,CT253,Control,20.695,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,12.01,29.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,12.32,27.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,12.67,30
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,16.34,34.2
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,16.18,34.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,16.83,30.2
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,13.17,34.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,12.48,30
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,3,13.12,27.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,11.72,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,16.63,32.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,13.18,28.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,11.68,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,14.89,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,13.19,30.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,16.1,30.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,13.15,29.8
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,6,14.58,30.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,13.59,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,14.12,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,14.63,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,12.67,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,16.55,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,16.15,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,17.36,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,16.08,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,43,NA,20,NA,Control,13.2,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,15.53,32
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,14.34,30.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,12.3,33.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,15.28,33.5
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,16.29,33.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,15.71,33.1
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,15.23,33.8
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,13.98,33.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,9,15.08,31.9
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,14.76,30.5
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,14.69,34.1
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,14.13,33.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,11.34,29
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,11.85,29.5
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,16.09,33.6
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,13.29,32.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,12.98,33.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,6+1.5,11.68,31.5
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,11.94,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,16.34,31.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,12.17,30.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,12.81,30.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,15.78,34.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,14.5,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,15.52,33.7
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,13.42,34.3
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,1.5,12,30.4
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,13.23,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,14.88,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,13.03,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,11.92,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,11.52,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,15.79,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,14.61,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,13.77,NA
Dicentrarchus labrax,European seabass,8,Feeding Larvae,44,NA,20,NA,Control,10.4,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,5.7,28.6
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,6.09,27.2
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,5.84,25.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,5.54,31.4
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,3.29,24.2
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,7.03,24.2
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,6.65,31.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,6.06,28.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,9,5.86,28.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.11,25.9
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.67,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,5.75,31.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.16,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.68,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6,29.1
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,5.23,27.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.38,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,3,6.49,31.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.66,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.3,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.32,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.41,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.38,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.83,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,7.04,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.41,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,15,NA,20,NA,Control,6.1,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,6.84,31.6
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,6.05,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,6.75,31.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,7.4,30
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,7.59,30.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,7.74,31.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,7,27.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,6.02,29.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6,6.47,29.9
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.43,27.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.82,28.9
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.92,28.6
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.27,29.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.75,29.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,5.28,30.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.18,29.6
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,6.48,27.7
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,6+1.5,5.77,27.8
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.83,31.4
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.39,28.3
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.24,29.9
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,7.46,30.3
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.95,27.4
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,3.4,26
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.5,29.4
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,6.28,27.4
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,1.5,5.45,27.5
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,7.02,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,6.68,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,6.54,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,7.84,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,7.13,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,6.56,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,4.34,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,6.74,NA
Dicentrarchus labrax,European seabass,9,Feeding Larvae,16,NA,20,NA,Control,6.7,NA
